item_id,city,country,stars,room_count,overall_liking,based_on,hotel_type_id
12772204,Rodriguezport,Puerto Rico,0,,8285.0,62,8
8904842,Lake David,Iraq,0,,,0,2
9467436,North Nicholas,Croatia,0,,,0,8
9627936,Lake Suzanneshire,Puerto Rico,3,,8351.0,77,2
9969170,Lake Elizabethfurt,Martinique,0,,7904.0,20,2
10084514,Higginsview,Puerto Rico,0,,8044.0,167,2
10578614,South Emily,Martinique,0,,7594.0,1860,2
11141014,Youngland,Puerto Rico,3,,8516.0,124,2
11141336,Johnsonburgh,Puerto Rico,3,,,0,2
11238862,Lake Elizabeth,Puerto Rico,3,,8064.0,168,2
11292170,Huntbury,Cape Verde,0,,,0,8
12057642,New Ericport,Puerto Rico,4,,8121.0,429,2
12593834,East Patrickfurt,Northern Mariana Islands,0,,,0,2
23153,East Rachel,Indonesia,0,,8371.0,569,2
29382,East Bobby,Egypt,4,122.0,7758.0,294,2
29908,West Jessicaton,United Arab Emirates,4,245.0,7713.0,3307,2
37448,New Patrickton,Croatia,4,162.0,8070.0,937,2
40370,New Carolyn,Croatia,4,105.0,7672.0,990,2
41867,New Cody,India,4,106.0,8159.0,5156,2
46368,Lake Elizabethfurt,Martinique,4,119.0,7187.0,2514,2
48192,East Sandraview,Martinique,3,156.0,7676.0,1341,2
49039,Michelemouth,Falkland Islands (Malvinas),5,37.0,7534.0,727,2
50272,Michelemouth,Falkland Islands (Malvinas),3,67.0,7943.0,680,2
57095,West Toddburgh,Cape Verde,0,155.0,7131.0,1350,2
57753,Lake Thomas,Cape Verde,3,52.0,7080.0,3039,2
58523,Claytontown,Cape Verde,4,184.0,8905.0,2579,2
60064,Danielport,Cape Verde,2,60.0,6902.0,585,2
60736,Suarezside,Cape Verde,2,84.0,8106.0,847,2
61001,Christopherport,Cape Verde,3,95.0,8552.0,1918,2
62455,Danielport,Cape Verde,2,111.0,4295.0,1209,2
63963,Eatonfort,Cape Verde,2,104.0,6576.0,1333,6
66079,East Matthewburgh,Cape Verde,2,75.0,7086.0,696,5
67731,Port Danieltown,Cape Verde,3,500.0,6416.0,12920,53
68904,West Melissaland,Cape Verde,3,600.0,7360.0,780,2
69829,South Leslie,Cape Verde,2,54.0,7482.0,551,2
70623,New Alexis,Cape Verde,2,173.0,7680.0,2458,2
72103,New Angel,Cape Verde,2,,7808.0,1154,2
74997,Garrettfort,Cape Verde,2,120.0,7516.0,2635,2
78149,Graveschester,Cape Verde,3,111.0,8366.0,1883,6
79057,Warnerview,Cape Verde,2,69.0,8612.0,155,2
79919,South Kimberly,Cape Verde,2,158.0,6457.0,2969,2
82435,East Keith,Burkina Faso,3,4.0,8755.0,213,2
88334,Lake Sarahmouth,Madagascar,4,310.0,7893.0,2262,2
101880,Luisport,Nigeria,4,199.0,7783.0,6536,2
102475,Lake Thomas,Cape Verde,3,120.0,8755.0,1643,2
104287,Arnoldton,Puerto Rico,4,88.0,7959.0,1256,2
129431,Port David,Netherlands,3,53.0,7790.0,414,2
135648,South Bobbyfurt,Colombia,3,81.0,6189.0,2627,2
149074,New Isaiah,Zimbabwe,3,203.0,8123.0,1275,2
191151,New Angel,Puerto Rico,3,104.0,8260.0,254,2
321271,Mcculloughtown,Croatia,4,318.0,6995.0,2592,2
347936,Martinfurt,Palestinian Territory,2,,7770.0,1200,2
360906,Morrisport,Cape Verde,3,81.0,8211.0,1452,2
365976,Rothbury,Cape Verde,2,103.0,4970.0,1497,2
373121,Lake Sharonland,Nigeria,4,71.0,8549.0,1492,2
375746,Tylerberg,Cape Verde,1,,6524.0,1656,5
477726,Annhaven,French Guiana,3,47.0,7594.0,1179,2
579126,Garzabury,Puerto Rico,3,63.0,7664.0,197,2
692571,Lake Ann,Puerto Rico,4,52.0,8579.0,1656,2
896793,North Thomas,Indonesia,4,82.0,7506.0,2577,2
940430,West Cristinaborough,Nigeria,4,49.0,7467.0,2234,5
972035,Kochburgh,Cape Verde,2,45.0,8455.0,1899,6
1014051,Cisnerostown,Gambia,3,208.0,8586.0,1441,2
1052096,Andersonland,Puerto Rico,2,31.0,7858.0,226,2
1082918,South Stephaniehaven,Cape Verde,2,,7677.0,2171,2
1232392,West Carla,Cape Verde,3,104.0,8165.0,997,2
1248576,North Steventon,Georgia,0,,8284.0,62,9
1332756,Adamsport,Martinique,4,26.0,8226.0,1258,2
1344174,West Charles,Cape Verde,3,54.0,7139.0,1648,2
1357198,Pruittstad,Martinique,4,87.0,8581.0,1654,2
1387316,Richardton,Solomon Islands,3,49.0,6800.0,577,2
1400624,West Kevin,Palestinian Territory,3,159.0,8395.0,3025,2
1573453,Port Meganview,Puerto Rico,4,5.0,8473.0,52,2
1638697,North Hannahville,Indonesia,0,10.0,8565.0,120,6
1956021,Nancyport,Nigeria,4,16.0,8423.0,869,2
1987195,Harrisstad,Puerto Rico,4,130.0,8102.0,1037,2
2033849,North Coreyland,Croatia,2,46.0,7010.0,485,2
2087026,South William,Nigeria,4,,8516.0,253,6
2300640,New Steve,Cape Verde,0,53.0,5566.0,231,5
2508456,North Coryborough,Bouvet Island (Bouvetoya),3,13.0,6560.0,20,2
2578468,Rogerschester,Puerto Rico,3,58.0,7308.0,263,2
2662794,Port Marissaberg,Puerto Rico,3,,7867.0,654,2
2663536,Elizabethfurt,Puerto Rico,1,,7904.0,127,2
2669854,Leeland,Puerto Rico,3,37.0,7834.0,2969,2
2702826,South Margaret,Puerto Rico,3,16.0,8960.0,1326,2
2715422,South Cynthiaberg,Palau,4,225.0,7527.0,1584,2
2796830,Carolynchester,Croatia,0,14.0,,0,4
2806008,South Robertberg,Puerto Rico,0,,8000.0,58,2
2922521,Burgessstad,Nigeria,3,40.0,8136.0,646,2
3133538,West Rose,Bahamas,2,498.0,7961.0,5158,2
3204895,North Krystalburgh,Madagascar,0,,7973.0,72,8
3205940,Port Danielview,Colombia,0,16.0,9126.0,899,2
3479154,New Tara,Cape Verde,0,,8211.0,24,6
3747810,South Williamborough,Cape Verde,0,,8748.0,122,2
3817032,Nguyenfurt,Cayman Islands,0,,8273.0,697,2
3823928,South Tabitha,Paraguay,2,7.0,8152.0,37,3
3828944,Danielberg,Puerto Rico,0,,7927.0,196,2
3843016,Rothfort,Liberia,4,120.0,8204.0,782,53
3843830,Millerton,Palestinian Territory,2,,8329.0,1614,2
4270640,Lisamouth,Cape Verde,0,,,0,2
4555702,West Rubenport,Paraguay,2,8.0,7919.0,684,9
5180310,Steelebury,Cook Islands,0,25.0,7157.0,310,2
5478610,Lake Christopherside,Gambia,0,,8885.0,405,2
5966836,East Ricardo,Puerto Rico,4,99.0,8634.0,199,2
6004264,West Ashleyshire,Cape Verde,4,20.0,8115.0,118,53
6732404,Ericaside,Cape Verde,2,133.0,8854.0,263,2
6769186,Kathrynton,Puerto Rico,0,,,0,53
7183232,Turnerbury,Puerto Rico,3,,8672.0,1691,2
7719340,South Gregborough,Cape Verde,3,,8830.0,123,2
6205,Kevinstad,Colombia,4,222.0,7000.0,1345,2
8044,Riveraview,Cape Verde,4,224.0,6985.0,3004,2
8263,Ortegachester,Cape Verde,3,95.0,7847.0,641,6
8652,Savagefurt,Cape Verde,4,2526.0,7513.0,32749,2
8978,North Michelle,Colombia,5,617.0,9057.0,4456,2
13822,North Paulport,Colombia,2,178.0,7567.0,1931,2
14856,New Cody,India,3,341.0,7825.0,1931,2
33924,Port David,Northern Mariana Islands,0,144.0,7731.0,186,2
35623,New Cody,India,5,323.0,8243.0,3672,2
35650,New Cody,India,4,225.0,8134.0,3969,2
43672,West Alicia,Palestinian Territory,4,405.0,8183.0,8133,2
45064,North Thomas,Indonesia,4,243.0,7432.0,1926,2
47970,North Nicholas,Martinique,3,82.0,7184.0,1200,2
48126,Lake Elizabethfurt,Martinique,4,693.0,8176.0,2531,2
52984,South Johnside,Colombia,4,180.0,8139.0,2540,2
57066,Riggsmouth,Cape Verde,3,231.0,7788.0,1159,53
58196,South Frankview,Cape Verde,2,208.0,8440.0,1144,2
58197,Williamsmouth,Cape Verde,3,29.0,6085.0,330,2
59797,South Antonio,Cape Verde,3,100.0,8323.0,422,2
60403,North Debraport,Cape Verde,2,205.0,7283.0,6325,53
61191,Willisport,Cape Verde,3,81.0,8167.0,339,2
66810,Jeffreytown,Cape Verde,3,316.0,8028.0,7034,2
67975,Christopherland,Cape Verde,3,275.0,8871.0,7338,2
68206,Wrightshire,Cape Verde,3,121.0,8699.0,3187,53
73258,Yvonneport,Cape Verde,2,,7387.0,1521,2
74730,Haleybury,Cape Verde,3,202.0,8195.0,4689,2
78444,South Stephaniehaven,Cape Verde,2,,6441.0,2891,2
78820,Barbarafurt,Cape Verde,2,,7094.0,315,2
83493,South Mary,Switzerland,5,50.0,8139.0,287,2
83575,South Kenneth,Indonesia,3,20.0,7836.0,1070,2
8739566,Wesleyview,Croatia,0,,8627.0,217,2
8775312,Beverlyland,Saint Lucia,0,,7914.0,370,2
8783024,Kimchester,Puerto Rico,4,,8312.0,27,2
10595922,Greenton,Puerto Rico,3,,8278.0,303,2
10596310,Janetport,Puerto Rico,3,,8323.0,168,2
11141214,Douglasside,Puerto Rico,4,,8751.0,924,2
11368338,North Beverly,Cape Verde,0,,8480.0,35,8
11966404,Wardview,Poland,0,,,0,8
12505372,Prestonshire,Puerto Rico,0,,8131.0,24,8
8348692,North Jeffreyville,Puerto Rico,0,,,0,2
8626770,Shieldsborough,Martinique,0,,,0,8
8748370,Lake Lindsay,Puerto Rico,0,,,0,2
8901770,Leeland,Puerto Rico,0,,,0,2
9497282,New Angela,Paraguay,0,,8385.0,88,2
9783314,Lake Frankhaven,Puerto Rico,3,,8120.0,46,2
10032800,East Alyssa,Puerto Rico,3,,8058.0,60,2
10107104,Millerview,Gambia,0,,8300.0,22,3
10109720,North Joyceberg,Bouvet Island (Bouvetoya),0,,,0,8
10298992,South Carl,Colombia,0,,8494.0,30,8
10477998,New Barbara,Cape Verde,0,,8119.0,194,8
10575902,Port Jill,United Arab Emirates,0,,7972.0,106,2
10695248,South Jadeberg,Martinique,0,,7940.0,31,4
10785644,South Nathan,Puerto Rico,0,,8121.0,245,2
10900462,Port Heathertown,Cape Verde,0,,8618.0,30,8
11152852,Arnoldton,Puerto Rico,3,,8340.0,368,2
11153464,Jeffreyfurt,Puerto Rico,3,,8251.0,187,2
11168646,Youngland,Puerto Rico,3,,8459.0,191,2
11187090,West Tinafort,Puerto Rico,3,,8994.0,936,2
11387356,Larrytown,Puerto Rico,0,,,0,8
12040848,New Stanleyshire,Puerto Rico,3,,8165.0,22,2
12057212,Andersonland,Puerto Rico,3,,8348.0,134,2
8189128,New Courtneyhaven,Puerto Rico,3,22.0,8394.0,1137,4
9727970,Jensentown,Puerto Rico,0,,,0,8
9986896,Danielberg,Puerto Rico,3,,8092.0,372,2
10063666,Richardside,Tuvalu,0,,8159.0,145,6
11141178,Lake Lindsay,Puerto Rico,4,,8977.0,542,2
11294294,Turnerside,Puerto Rico,0,,8358.0,43,8
11333780,South Bobbyfurt,Colombia,0,,8302.0,22,2
11816374,Lake Joshua,Palestinian Territory,0,,,0,8
7891,Joneshaven,Cape Verde,2,125.0,6750.0,2395,2
8052,East Jamesmouth,Cape Verde,4,362.0,9042.0,4786,2
8118,East Jamesmouth,Cape Verde,4,189.0,7160.0,3182,2
8145,New Rebecca,Cape Verde,3,209.0,8013.0,2004,2
8314,Blackburnport,Cape Verde,4,814.0,8156.0,10944,2
8376,Lake Brandi,Cape Verde,3,155.0,7312.0,2159,2
11407,Stephenland,Falkland Islands (Malvinas),4,87.0,8270.0,1376,2
12860,South Johnside,Colombia,4,140.0,7818.0,2550,2
15706,West Amymouth,Cape Verde,5,1616.0,8810.0,2724,53
15797,East Jonathan,Cape Verde,4,270.0,8585.0,4829,2
16504,Ashleyburgh,Colombia,3,36.0,8420.0,846,2
19577,Port Jerry,Martinique,0,,8451.0,1294,2
37215,New Lindsey,Croatia,4,668.0,7653.0,409,53
37230,New Lindsey,Croatia,4,287.0,6683.0,134,2
39598,Michaelmouth,Netherlands,4,193.0,8621.0,1474,6
41369,Lake Nancymouth,Sierra Leone,3,34.0,7860.0,1785,2
41710,New Kelly,Netherlands,2,,7586.0,268,2
44245,West Kevin,Palestinian Territory,3,93.0,7536.0,1649,2
44525,Millerton,Palestinian Territory,3,97.0,7745.0,3291,2
47098,East Daniel,Martinique,2,47.0,6978.0,1245,2
50017,Michelemouth,Falkland Islands (Malvinas),4,42.0,8321.0,1718,2
55463,North Anthonymouth,Cape Verde,2,200.0,7920.0,2942,53
58091,North Anthonymouth,Cape Verde,2,98.0,6505.0,223,53
60684,New David,Cape Verde,2,73.0,8306.0,825,2
62493,Port Rebecca,Cape Verde,2,79.0,6982.0,3265,2
63709,Benitezville,Cape Verde,5,137.0,6080.0,2211,53
66996,Port Benjamin,Cape Verde,4,211.0,8153.0,2308,53
71250,Travisbury,Cape Verde,3,62.0,8087.0,561,2
71600,Royland,Cape Verde,2,50.0,7159.0,532,2
77592,New Joseph,Cape Verde,2,100.0,6730.0,2527,2
78927,Annshire,Cape Verde,2,,7053.0,368,5
79369,Jordanhaven,Cape Verde,3,150.0,8051.0,1368,2
80164,Mooreberg,Cape Verde,2,,6193.0,1063,2
94226,East Deborahhaven,Croatia,3,95.0,7770.0,1351,2
96321,North Patrickstad,Vanuatu,4,150.0,8355.0,10315,2
96325,South Cynthiaberg,Palau,4,144.0,8118.0,2610,53
99857,Lake Brianberg,Falkland Islands (Malvinas),2,177.0,6325.0,1721,2
100695,Spencerfurt,Burkina Faso,4,128.0,7307.0,884,2
102421,New Shawn,Cape Verde,2,,8125.0,1886,2
104242,New Connor,Palau,4,243.0,7302.0,543,2
109997,Lake Justin,Sao Tome and Principe,3,66.0,7783.0,4768,2
124659,North Christinehaven,Vanuatu,4,243.0,7658.0,1027,2
149291,Leeburgh,Croatia,4,61.0,8158.0,1232,2
149643,North Laurenville,Cape Verde,2,127.0,6968.0,5170,2
152332,Claytontown,Cape Verde,3,148.0,8402.0,1350,2
160625,East Kathryn,Croatia,2,47.0,8156.0,713,2
161384,Millerstad,Cape Verde,3,162.0,8743.0,1911,2
161794,Lake Rachel,Falkland Islands (Malvinas),0,146.0,6611.0,663,2
165070,West Marioburgh,Sierra Leone,3,,7989.0,282,2
180661,Reedville,Pitcairn Islands,4,283.0,7467.0,931,53
237621,South Jessica,Cape Verde,3,68.0,8587.0,372,2
318721,North Jimmyville,Cape Verde,2,,7118.0,302,5
341631,Transhire,Falkland Islands (Malvinas),3,10.0,8514.0,103,2
399671,Lisaside,Cape Verde,3,,7959.0,231,2
403951,Robinsonstad,Burkina Faso,4,66.0,7975.0,1466,2
473646,North Kenneth,Gambia,3,144.0,8392.0,1858,2
502636,Mooretown,Cape Verde,3,69.0,8123.0,1185,2
519196,Danielfort,Somalia,0,6.0,8538.0,113,3
558611,Lake Emma,Indonesia,4,44.0,8088.0,1213,2
561511,Walkerchester,Cape Verde,2,,7327.0,1030,2
598521,Floresstad,Martinique,0,388.0,7495.0,2261,2
668296,West Craig,Nigeria,3,28.0,8450.0,1126,5
668751,Lake Jonathan,Nigeria,3,117.0,7301.0,1336,2
838376,Sandraside,Cape Verde,3,59.0,8020.0,2556,2
882473,Riggsmouth,Cape Verde,2,241.0,6148.0,4060,2
890333,North Laurenville,Cape Verde,3,226.0,7500.0,3173,2
898147,New Heidiberg,Switzerland,3,33.0,8315.0,148,2
992703,Lake William,Falkland Islands (Malvinas),1,75.0,6710.0,947,2
1034222,Port Rebecca,Cape Verde,2,83.0,8503.0,1851,2
1059116,Lake Chelseaville,Cape Verde,0,14.0,8788.0,321,2
1152213,West Michael,Martinique,4,170.0,8143.0,3148,2
1161247,Sandraton,Morocco,2,,9043.0,305,5
1208912,Steelebury,Cook Islands,4,58.0,7635.0,1291,2
1247403,Lisamouth,Cape Verde,0,,8390.0,931,9
1270610,South Kelliville,Bahamas,4,62.0,8155.0,1145,2
1277603,Ellisfurt,Indonesia,2,,7001.0,69,2
1332660,Elizabethhaven,Paraguay,3,35.0,7193.0,759,2
1399921,West Cristinaborough,Nigeria,4,49.0,8128.0,922,11
2211498,North Paulport,Colombia,5,232.0,9078.0,1865,2
2224588,Jamesberg,Cape Verde,2,,6346.0,772,5
2295972,West Ruthberg,Bouvet Island (Bouvetoya),0,62.0,7476.0,24,2
2504026,North Elizabethport,Cook Islands,3,90.0,8418.0,138,2
2797436,New Nancy,Bouvet Island (Bouvetoya),2,108.0,7474.0,214,2
3137100,North Laurenville,Cape Verde,3,35.0,8450.0,1911,2
3137189,Andersonburgh,Cape Verde,2,1.0,7025.0,1314,2
3222278,Cameronland,Madagascar,4,7.0,9065.0,220,2
3766080,Port Christine,Puerto Rico,0,,7698.0,144,2
3815552,Michaelburgh,Cape Verde,2,45.0,7785.0,1809,5
3844430,East Brianville,Puerto Rico,3,,7332.0,414,2
4014470,East Ricardo,Puerto Rico,3,32.0,8532.0,312,2
4052544,Tarastad,Puerto Rico,2,,7949.0,41,2
4485442,East Saraside,Colombia,0,30.0,8361.0,222,2
4528686,Douglasside,Puerto Rico,0,17.0,7714.0,30,2
4803116,Lake Brendaville,Puerto Rico,0,,,0,2
5050792,Lake Thomas,Cape Verde,0,118.0,8848.0,597,2
5193314,Woodardton,Puerto Rico,3,,8170.0,121,2
5646896,Troystad,Gambia,0,,8103.0,146,2
5873798,Lake Sheliamouth,Indonesia,0,,8682.0,144,8
6056806,Sierrachester,Puerto Rico,0,,7690.0,42,2
6689196,New Mark,Cape Verde,3,,8872.0,267,2
6701714,East Jason,Cape Verde,0,,8712.0,150,2
7113354,Michelemouth,Falkland Islands (Malvinas),3,44.0,7359.0,399,2
7161346,Bethhaven,Netherlands,0,,8528.0,58,2
5942,South Johnside,Colombia,2,157.0,7663.0,3282,2
7158,Leeburgh,Croatia,3,175.0,7626.0,996,2
15781,West Jessicaland,Cape Verde,3,202.0,8547.0,2378,2
18176,North Paulaport,Colombia,4,76.0,7241.0,1399,2
19404,West Michael,Martinique,4,90.0,7881.0,2337,2
20600,Samanthaville,Indonesia,2,11.0,6843.0,307,2
1467045,North Coryborough,Bouvet Island (Bouvetoya),0,50.0,6154.0,256,6
1495557,Danielstad,Equatorial Guinea,4,298.0,7475.0,527,2
1653523,North Ryanfurt,Sierra Leone,3,34.0,8107.0,1398,2
1672681,Millerville,Palestinian Territory,3,65.0,7387.0,1457,2
1939575,East Cliffordville,Cape Verde,4,,8305.0,12890,53
1951345,South Cynthiaberg,Palau,0,58.0,8439.0,1080,6
2052299,North Michelle,Colombia,5,230.0,8649.0,3222,2
2200602,Kingside,Indonesia,0,12.0,8438.0,1387,2
2245008,Jasontown,Puerto Rico,3,30.0,7622.0,321,2
2289866,Lake Elizabethfurt,Martinique,2,169.0,7829.0,526,2
2576033,North Nicholas,Croatia,4,90.0,8016.0,690,2
2595224,Amyburgh,Nigeria,0,26.0,8625.0,564,5
2610905,South Margaret,Puerto Rico,4,40.0,7960.0,468,2
2616900,East Chelsea,Cape Verde,5,462.0,9196.0,5453,2
2664326,Normanburgh,Puerto Rico,0,37.0,8179.0,709,2
2671136,Lake Elizabethfurt,Martinique,0,12.0,7252.0,779,6
2708474,Anthonyton,Morocco,4,16.0,9313.0,505,5
2713744,Wardside,Iran,2,29.0,8237.0,1220,2
2835007,Stephanieville,Egypt,5,,8555.0,571,2
3145406,South Paulshire,Saint Lucia,4,246.0,8027.0,2592,2
3374122,West Crystal,Puerto Rico,0,,,0,2
3533892,Lake Lindsay,Puerto Rico,3,26.0,9220.0,2711,2
3813562,North Denniston,Paraguay,4,116.0,7794.0,59,2
3842484,Haydenville,Cape Verde,2,124.0,7518.0,185,2
3893426,Gonzalezborough,Croatia,0,50.0,7774.0,109,2
4439692,East Charles,Cape Verde,0,,7850.0,526,2
4458524,Lake Ann,Puerto Rico,3,,7750.0,27,2
4548916,Annhaven,French Guiana,5,172.0,8696.0,321,2
4718632,West Bryanborough,Poland,0,,7352.0,48,2
4729098,Angelaburgh,Puerto Rico,0,42.0,7854.0,118,2
5174510,New Aaron,Paraguay,0,,8182.0,36,2
6767968,Adamborough,Colombia,3,259.0,8334.0,3041,2
7092340,Port Jonathan,Paraguay,0,,8055.0,20,2
7105596,New Chris,Croatia,0,,,0,2
7373530,Jenniferside,Bosnia and Herzegovina,0,,,0,2
7985036,Lake Robert,Cape Verde,0,,8987.0,475,2
8276566,East Brianna,Puerto Rico,0,,,0,2
8785780,Port Marcmouth,Puerto Rico,3,,8209.0,243,2
8939148,North Brian,Nigeria,4,91.0,8209.0,104,2
9124350,New Brandonton,Cape Verde,0,,9039.0,201,8
9376060,North Monica,Iran,0,,8643.0,131,8
9456700,Brownhaven,Cape Verde,0,,,0,5
33910,Port David,Northern Mariana Islands,3,51.0,6866.0,1722,6
49924,Michelemouth,Falkland Islands (Malvinas),5,470.0,8697.0,2149,2
54942,West Adamville,Nigeria,4,,8255.0,7313,6
56242,New Patricia,Cape Verde,4,575.0,8832.0,1338,53
56369,West Joannefort,Cape Verde,2,51.0,8160.0,659,2
57395,Riveraview,Cape Verde,3,169.0,8330.0,3095,2
58410,East Jason,Cape Verde,3,132.0,8276.0,583,2
60903,Port Tracyfort,Cape Verde,3,119.0,6932.0,553,5
62728,West Sandrafurt,Cape Verde,2,51.0,7628.0,463,2
62809,Lake Thomas,Cape Verde,2,129.0,8538.0,2028,2
63933,Port Rebecca,Cape Verde,3,102.0,8632.0,3159,2
67944,West Mark,Cape Verde,3,263.0,8388.0,2331,2
67972,Port David,Cape Verde,3,232.0,7112.0,923,53
69491,South Maryborough,Cape Verde,2,82.0,7627.0,1172,2
73106,Perryhaven,Cape Verde,2,120.0,6822.0,2619,2
78548,Riggsmouth,Cape Verde,2,153.0,7577.0,2477,2
94931,Andersonton,Cape Verde,3,296.0,6499.0,3251,2
101936,South Richard,Nigeria,4,83.0,7344.0,5604,6
106803,Annhaven,French Guiana,3,45.0,6927.0,448,2
124209,Duncanbury,Palestinian Territory,4,126.0,8598.0,1930,2
138180,South Patricia,Falkland Islands (Malvinas),2,71.0,7293.0,761,2
148058,East Daniel,Martinique,3,132.0,7814.0,2154,2
149816,Michelemouth,Falkland Islands (Malvinas),3,38.0,8725.0,2363,2
151017,South Russell,Indonesia,4,22.0,8564.0,856,2
168362,Whiteside,Cape Verde,2,32.0,8047.0,682,2
230706,Lake Ann,Croatia,3,200.0,6568.0,560,2
359111,East Richardton,Cape Verde,2,60.0,6868.0,1270,2
362741,Muellerport,Falkland Islands (Malvinas),4,609.0,6871.0,3816,2
376396,New Jonathontown,Cape Verde,1,,6132.0,479,5
511576,Jenniferport,Sierra Leone,4,138.0,7967.0,1538,2
665931,Andersonside,Cape Verde,3,193.0,7193.0,1352,2
760511,New Courtney,Cape Verde,3,247.0,7865.0,2140,2
800816,Danielton,Cape Verde,0,126.0,8275.0,2622,2
837171,Curtisbury,Cape Verde,2,,8741.0,795,2
924281,Joneshaven,Cape Verde,4,1000.0,8814.0,2637,2
924625,Cruzport,Gambia,0,850.0,7441.0,3774,2
942197,Port Rebecca,Mauritania,5,13.0,8634.0,138,2
950851,West Suzanne,Cape Verde,1,35.0,7256.0,1634,5
958153,Port Riley,Cape Verde,3,164.0,8198.0,4119,2
970097,Michelemouth,Falkland Islands (Malvinas),3,31.0,7116.0,628,2
996039,North Stephanietown,Morocco,4,12.0,8313.0,554,6
1015995,Briannamouth,Puerto Rico,0,4.0,7964.0,21,2
1018328,Meganton,Puerto Rico,4,68.0,7120.0,622,53
1056262,East Tamara,Cook Islands,0,14.0,8116.0,668,2
1058332,New Ianland,Cape Verde,2,62.0,7268.0,557,2
1099248,New Stephanie,El Salvador,3,57.0,7247.0,414,2
1112030,Natalieborough,Croatia,1,99.0,7278.0,1426,2
1239999,North Kathryn,Martinique,2,103.0,7606.0,678,2
1249303,East Heathermouth,Morocco,0,,7327.0,167,9
1389668,Klinemouth,Cape Verde,3,101.0,8437.0,931,2
1503737,Tylerfurt,Switzerland,3,33.0,7644.0,535,2
1712585,Pachecoland,Puerto Rico,3,84.0,6800.0,545,2
1728931,Mendezborough,Martinique,0,10.0,7131.0,191,3
1739873,Davidstad,Cape Verde,0,,8799.0,480,53
1774749,Barberton,Nigeria,3,30.0,7129.0,82,2
1983249,North Denise,Bouvet Island (Bouvetoya),2,20.0,7033.0,137,3
2013137,Annaside,Bouvet Island (Bouvetoya),4,114.0,8012.0,695,2
2106220,Port Davidmouth,Gambia,3,155.0,7820.0,1294,2
2128966,West Clairefort,Switzerland,3,104.0,8602.0,2280,2
2153414,South Cherylshire,Nigeria,0,,8920.0,918,8
2164510,East Keith,Burkina Faso,4,446.0,8142.0,6345,2
2216332,Lake Lindsay,Puerto Rico,3,47.0,7176.0,1112,2
2397780,Catherineview,Isle of Man,4,160.0,7680.0,726,53
2429314,Lake Elizabethfurt,Martinique,0,188.0,7973.0,2112,2
2558253,Anthonyton,Morocco,0,11.0,7702.0,465,6
2617446,East Tyler,Cape Verde,3,296.0,8928.0,3171,2
2940584,Mullinsville,Nigeria,0,15.0,8732.0,341,5
3081764,Robertfort,Bouvet Island (Bouvetoya),0,,7845.0,30,2
3507192,Lake Jasonside,Palestinian Territory,3,3.0,9049.0,108,3
3748552,Joannaport,Puerto Rico,4,9.0,8335.0,117,53
3820504,East Tyler,Cape Verde,0,1.0,8888.0,686,2
3828962,North Denniston,Paraguay,3,151.0,,0,2
3832772,Port Jenniferton,Puerto Rico,3,80.0,7772.0,50,2
3975026,Lauraview,Paraguay,3,136.0,8259.0,404,2
4079240,Zacharyfort,Puerto Rico,0,18.0,8009.0,298,53
4513414,Baldwinville,Puerto Rico,0,18.0,7343.0,43,2
4592646,Nicoleville,Puerto Rico,0,,7766.0,24,2
4602134,Rogerschester,Puerto Rico,3,,8005.0,450,2
5044816,Sierrachester,Puerto Rico,0,,7926.0,22,2
5071700,Mooreborough,Bouvet Island (Bouvetoya),0,,7798.0,46,9
5157474,South Andrea,Burkina Faso,0,,8464.0,103,2
5232100,West Michaelberg,Paraguay,0,,,0,2
5454084,Christopherfurt,Puerto Rico,0,,7730.0,47,2
5616256,Patelshire,Martinique,0,,9055.0,179,2
5805624,North Susan,Croatia,0,,7918.0,23,9
6053918,Port Wendymouth,Puerto Rico,0,,7378.0,34,8
6373566,North Carmen,Netherlands,0,,,0,8
6447192,Greenton,Puerto Rico,0,,8028.0,20,8
6516374,Lisamouth,Cape Verde,0,,,0,2
6918764,East Bobby,Egypt,0,,8625.0,437,2
7193614,Fosterland,Puerto Rico,0,,7964.0,21,4
7821116,Port Markside,Puerto Rico,0,,,0,8
7883392,Johnchester,Puerto Rico,0,,7947.0,45,2
8184070,Melissaview,Cape Verde,0,,9396.0,280,8
7930,Walkershire,Cape Verde,3,312.0,8157.0,3773,2
8011,Andersonton,Cape Verde,4,1354.0,8184.0,4262,2
8822,North Laurenville,Cape Verde,4,1300.0,7317.0,29175,2
12775,New Mary,Martinique,4,122.0,8190.0,1330,2
18483,Lake Elizabethfurt,Martinique,0,,7606.0,2680,2
31062,Lindseyland,India,4,15.0,8821.0,969,2
37188,Port Rachelburgh,Croatia,4,126.0,8494.0,1943,2
37783,Ryanmouth,Cook Islands,0,187.0,8161.0,787,2
40846,Lake Amandastad,Croatia,2,66.0,7719.0,1552,2
46235,Jasonburgh,Somalia,4,32.0,8965.0,474,2
51055,Jameshaven,Colombia,0,102.0,8349.0,4591,2
53653,North Danielside,Colombia,3,215.0,7578.0,1316,2
55613,Claytontown,Cape Verde,0,,8083.0,2566,2
56608,New Lorifurt,Cape Verde,3,1000.0,7523.0,6163,53
57295,East Jason,Cape Verde,3,198.0,8505.0,2401,2
57483,Joneshaven,Cape Verde,3,156.0,8268.0,1630,2
61389,Bradside,Cape Verde,3,100.0,8263.0,1164,2
